Integrated Genomics	41.8780114	-87.65276899999999
Penn State	40.7982133	-77.85990839999999
Beijing Academy of Agricultural And Forestry Sciences	39.943862	116.287249
University of California, Berkeley	37.8718992	-122.2585399
Meijo University faculty of pharmacy	35.1354291	136.9750983
Peking University Shenzhen Graduate School	22.592813	113.974264
Nestle Institute of Health Sciences	46.51760489999999	6.561486599999999
Northwest A&F Unversity	35.0781928	-77.316261
Birmingham-Southern College	33.5159411	-86.8510103
Shenzhen University	22.53306	113.932813
the National Institutes for food and drug Control,China	35.86166	104.195397
Institute of Plant and Environment Protection, Beijing Academy of Agriculture and Forestry Sciences	39.90419989999999	116.4073963
Wuhan Institute of Virology, Chinese Academy of Sciences	30.375639	114.265467
Lebanese American University	33.8929063	35.4778503
USDA-Agricultural Research Service-Eastern Regional Research Center	40.0777558	-75.18732349999999
Meharry Medical College	36.1670761	-86.80694509999999
University of Milan-Department of Food Science and Microbiology	40.4215635	-86.91546629999999
UNIVERSITY OF OSLO	59.9399586	10.7217496
Univ. Ohio	39.324358	-82.10138889999999
Wadsworth Center	42.6503291	-73.7600788
Wuhan University	30.5360485	114.3643219
Shanghai ocean university	30.883691	121.896556
ADL Diagnostic Chile Ltda	-41.420312	-72.9145626
Viginia Tech University	37.22838429999999	-80.42341669999999
Nanshan Hospital of Guangdong Medical College, Shenzhen, China;	22.530748	113.923764
 Lanzhou Institute of Husbandry and Pharmaceutical Sciences of CAAS 	36.061089	103.834303
University of Pretoria	-25.7545492	28.2314476
Norwegian University of Life Sciences	59.66626549999999	10.7678837
Radbaoud University Nijmegen, Department of Microbiology	51.8237691	5.8685849
Jeju National University	33.457945	126.5616235
INSTITUTE OF FOOD RESEARCH	52.6236963	1.2242497
Chungnam National University	36.3699872	127.3459548
AgResearch, Grasslands Research Institute	-40.3804065	175.6137641
Chonnam Univ.	35.1761175	126.9058167
University of Birmingham	52.4508168	-1.9305135
Japan Agency for Marine-Earth Science and technology	35.32017099999999	139.649923
Navsari Agricultural University, Surat-395007	21.1717652	72.80013459999999
1. School of Pharmacy, Fudan University 2.Shanghai Institute of Pharmaceutical Industry 	31.2974197	121.5036178
THE UNIVERSITY OF HONG KONG	22.2829989	114.1370848
Duquesne University	40.4374516	-79.99058629999999
Faculty of Medicine, Kyoto University	35.0228862	135.7768066
University of Vienna	48.21318549999999	16.3600504
PHE	36.2265704	-95.7413737
Universitaet Bielefeld	52.0378003	8.494757099999999
Department of Infectious Diseases, National Center for Global Health and Medicine	38.0313644	-78.4991115
Tianjin university of science and technology, Metabolic Engineering Laboratory, College of Biotechnology	39.083961	117.708631
Hospital Ramon y Cajal	40.4876812	-3.694557
Department of Biology, University of Virginia	38.0348568	-78.5061711
IGS	36.1525792	-95.98945599999999
Institute of Microbiology and Virology	50.35410900000001	30.487717
Estacion Experimental del Zaidin, Consejo Superior de Investigaciones Cientificas (CSIC)	37.1658551	-3.5908006
IUK	40.4596897	-86.13144360000001
University of Puerto Rico-Medical Sciences Campus	18.3964683	-66.0745314
MSU	42.701848	-84.4821719
King Faisal Specialist Hospital & Research Centre	24.6702825	46.6789229
Centro de Ciencias Genomicas. U.N.A.M.	18.9831856	-99.23529619999999
Instituo Politecnico Nacional	26.0696814	-98.31350879999999
Creighton University	41.2653105	-95.94719189999999
UNIVERSITY OF CONCEPCION	-36.8294765	-73.0341825
Geneva University Hospitals, Genomic Research Laboratory	46.193597	6.1490199
Aix marseille university	43.29362099999999	5.358066
Los Alamos National Lab	35.8440582	-106.287162
Universidad de Ciencias Aplicadas y Ambientales UDCA	4.681712399999999	-74.0995475
Northwestern University	42.0564594	-87.67526699999999
TGAC	52.6217407	1.2189869
Department of International Health, Institute of Tropical Medicine, Nagasaki University	32.785253	129.863167
University of Tokyo	35.7126775	139.761989
The Pennsylvania State University	40.7982133	-77.85990839999999
Hong Kong University of Science and Technology	22.3363998	114.2654655
University of Seville	37.3807579	-5.9912307
University of Zurich, Vetsuisse Faculty	47.4008583	8.551638799999999
UNIVERSIDAD DE CHILE	-33.4445204	-70.6509277
UNAM	34.045082	-118.251574
Yancheng Teachers University	33.384653	120.156953
Chung-Ang University, Department of Life Science, 84 Heukseok-Ro, Dongjak-Gu, Seoul, South Korea 	37.504147	126.956954
Smithsonian Institution	38.8859942	-77.0212813
University of Leuven - KU Leuven	50.87795449999999	4.7002953
Institut des Sciences du vegetal	48.4528879	-68.511213
CSIR-National Environmental Engineering Research Institute (CSIR-NEERI)	28.6339783	77.13498899999999
Southeast Chongqing Academy of Agricultural Sciences, Chongqing, 40030 P. R. China	29.4315861	106.912251
University of Rhode Island	41.4860647	-71.53085369999999
COMSATS Institute of Information Technology	33.6518263	73.1565933
cdc	33.8847075	-84.45872779999999
Seoul National University, Republic of Korea	37.459882	126.9519053
Jinan University	23.128057	113.347721
Georg-August-University-Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	51.54128040000001	9.915803499999999
Public Health Ontario laborato	43.6596368	-79.38978729999999
The First Affiliated Hospital of NanChang University	28.589639	115.865666
Ibaraki University, college of agriculture	36.4012765	140.4425033
Health Canada	43.7769583	-79.27211410000001
Nanjing University of Science and Technology	32.035225	118.855317
Third Military Medical University	29.535509	106.448107
Agricultural University of Athens, Greece	37.9826666	23.7054602
University College Dublin	40.7535222	-73.9766297
Instituto Evandro Chagas	-1.3747229	-48.3854626
national institute of infectious diseases	39.0286131	-77.13512399999999
Gauhati University	26.1546284	91.66469889999999
Technion	32.7767783	35.0231271
Institute of Urban Environment	24.609868	118.064891
UCLA David Geffen School of Medicine	34.06589400000001	-118.443361
AIT	38.7493657	-90.42923519999999
Hangzhou Centrer for Disease Control amd Prevention	30.25351	120.181211
Ocean university of china	36.061255	120.335301
Agricultural Research Organisation	31.9927222	34.8172188
Obihiro University of Agriculture and Veterinary Medicine	42.8759981	143.1731714
UPR- Mayaguez	18.2108895	-67.14090250000001
Pediatric Dentistry, Tokyo Dental College	38.9300563	-94.63892679999999
Centro de Biotecnologia. Universidad Catolica del Norte	-23.681115	-70.41053599999999
University if New South Wales	-33.917347	151.2312675
University of Pennsylvania	39.9522188	-75.1932137
Center for Biotechnology, Bielefeld University	52.03899999999999	8.490848999999999
Department of Bacteriology, Faculty of Medical Sciences, Kyushu university	33.6266584	130.4250445
Rural Development Administration	36.6559117	-95.1467502
Microbiology Laboratory, Hangzhou Yuhang Hospital of Traditional Chinese Medicine, Hangzhou, PR China	30.274084	120.15507
Unversidad Michoacana de San Nicolas de Hidalgo	19.6877224	-101.2016917
Fidelity Systems, Inc.	39.1735487	-77.1628803
US DOE Joint Genome Institute (JGI-PGF)	37.9313884	-122.0217454
Genoscope-CEA	48.62363310000001	2.4393375
University of Southern California School of Dentistry	34.023839	-118.285729
Leiden University, Institute Biology Leiden	52.1684772	4.467035699999999
Laboratoire URMITE CNRS 6236	48.8476037	2.2639934
Maasstad Hospital	51.8793385	4.5347938
UIUC	40.1019523	-88.22716149999999
UDEA	6.2677479	-75.5688416
Elham	40.97807299999999	-80.31852599999999
chengdu medical college	30.749373	104.113839
Kochi University	33.5495088	133.4867065
Department of Agricultural and Environmental Sciences, University of Milan	38.537024	-121.749155
CDC	33.8847075	-84.45872779999999
school of medicine	38.9381997	-92.3284649
University of Miami	25.7191685	-80.27712529999999
University of Wuerzburg	49.7830083	9.9708462
IISc	13.0218597	77.5671423
Nanjing normal university	32.054943	118.764947
The Key Laboratory of Dairy Biotechnology and Bioengineering, Education Ministry of P. R. China, Department of Food Science and Engineering, Inner Mongolia Agricultural University, China	40.806114	111.702182
Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA)	40.4565512	-3.7491824
Colorado State U	40.573436	-105.0865473
CSIR-CDRI	26.9467067	80.93364179999999
ASGPB, University of Hawaii at Manoa	21.296939	-157.8171118
Pondicherry University	12.0219328	79.85748319999999
Centers for Disease Control, Tawian	25.043293	121.522754
Universitat de Barcelona	41.386608	2.16402
Shanghai Institution of Technology	30.838077	121.507817
university of minnesota	44.97399	-93.2277285
South China University of Technology	23.151326	113.344683
Federal Research and Clinical Center of Physical-Chemical Medicine of FMBA of Russia	61.52401	105.318756
INSTITUTO TECNOLOGICO DE SONORA	27.4838952	-109.9338488
Biogas Institute of Ministry of Agriculture	30.626944	104.067492
Shandong University,Weihai	37.529734	122.060834
Heilongjiang Bayi Agricultural University	46.588507	125.163144
Agroscope Changins-Waedenswil ACW	47.221609	8.675072
National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention	33.7993178	-84.328008
Eidgenoessiche Technische Hochschule (ETH) Zurich	47.376313	8.547669899999999
UFRJ - Lab. Microbiologia	-22.8410887	-43.2302875
Univ. Wisconsin	37.09024	-95.712891
Institute of Antibiotics, Huashan hospital, Fudan University.	31.216624	121.443046
Institute of Microbiology and Epizootics, Veterinary Faculty, Freie University Berlin	52.4525264	13.2896787
China National Center For Food Safety and Risk Assessment	35.86166	104.195397
Newport Laboratories, A Sanofi company	43.640204	-95.58987830000001
Insititute for Genome Sciences	39.288744	-76.62915199999999
Fundacao Oswaldo Cruz	-22.875704	-43.242977
Uniformed Services University of the Health Sciences	39.0018561	-77.0862793
Virginia Commonwealth University	37.5495048	-77.45097179999999
Relman Lab, Stanford University School of Medicine	37.4056001	-122.140202
Fundacion Instituto Leloir, IIBBA-CONICET	-34.6042822	-58.4341455
University of Cincinnati	39.1329219	-84.51495039999999
The University of Edinburgh	55.9445158	-3.1892413
Bar Ilan university	32.0691989	34.8430876
Institute of Bioengineering	42.3605963	-71.0903191
 South China University of Technology	23.151326	113.344683
OAK RIDGE NATIONAL LABORATORY	35.931193	-84.310014
Genoscope CEA	48.62363310000001	2.4393375
Memorial University of Newfoundland	47.5737975	-52.7329053
Harbin Veterinary Research Institute 	45.62845	126.657087
London School of Hygiene & Tropical Medicine	51.5209007	-0.1302803
Tokyo Medical and Dental University, Graduate School of Medical and Dental Sciences, Section of Bacterial Phathogenesis	35.7012897	139.764451
Hattori Laboratory, Department of Center for Omics and Bioinformatics, Graduate School of Frontier Sciences, The University of Tokyo	35.7126775	139.761989
SVSB	13.9346773	75.56906169999999
Institute of Chemistry, Technology and Metallurgy, University of Belgrade, Serbia	44.8044144	20.4670827
SRCAMB	54.9823268	37.2298586
The University of Burdwan	23.2393587	87.85219160000001
UW MADISON	43.076592	-89.4124875
Department of Technology, Metropolitan University College (Copenhagen, Denmark)	55.697737	12.558154
Bacteriology Service, CHU Pontchaillou Rennes, France	48.1188076	-1.6927174
Division of Biology and Ocean Sciences,Inha University, College of Natural Sciences Inha University	37.4500221	126.653488
Jiangsu Normal University	34.198426	117.184271
Key Laboratory of Resource Biology and Eco-environment of Ministry of Education, Sichuan Key Laboratory of Molecular Biology and Biotechnology	52.1754386	0.132827
Division of Microbial Ecology University of Vienna	48.2307956	16.3579888
TUGRAZ	47.0691371	15.4503154
Huashan Hospital, Fudan University	31.216624	121.443046
Huazhong agricultural university	30.475126	114.353035
Plant & Food Research	37.5339716	-95.83247879999999
Faculty of Medicine, Comenius University in Bratislava	48.150887	17.118929
Federal University of Amazonas	-3.1002521	-59.97651750000001
Symbiotic Network Design Laboratory, Graduate School of Information Science and Technology, Osaka University	34.818446	135.5216675
University of Hyderabad	17.4567372	78.32638399999999
University of Pittsburgh	40.4443533	-79.960835
Valencia University	28.5241158	-81.4637305
Intermountain Healthcare	41.09050999999999	-111.9886709
The Federal Goverment Health Institution "Stavropol Plague Control Reseach Institute" of the Federal Service for Supervision in the Sphere of Consumer Rights Protection and Human Welfare	45.0454764	41.9683431
Federal University of Uberlandia	-18.9186442	-48.2577984
Tel Aviv Sourasky Medical center	32.0805838	34.7897545
Zhejiang Sci-Tech University	30.314141	120.349874
ULB	33.97163	-117.3253178
Hospital de clinicas "Jose de San Martin"	-34.5987057	-58.3999683
Helmholtz-Centre for Environmental Research - UFZ	51.3517518	12.4309111
National Agriculture and Food Research Organization, National Institute of Livestock and Grassland Science	36.0281236	140.1021163
Center for Molecular and Biomolecular Informatics, Radboud University Medical Centre Nijmegen, the Netherlands	51.8235728	5.8611812
GUANGZHOU CDC,China	33.7993178	-84.328008
Karolinska Institutet	59.34814839999999	18.0236579
National Research Institute of Fisheries Science, Fisheries Research Agency	35.3460413	139.6523931
Korea Institute of Bioscience and Biotechnology	39.0931252	-77.19879279999999
University of Texas at San Antonio	29.5829699	-98.61972
ICDC	32.7777247	-96.7386528
School of Biosciences, University of Birmingham	52.450927	-1.933609
North-West University	37.09024	-95.712891
Tokyo Institute of Technology	35.6051229	139.6835302
Pasteur Institute, Paris, France	48.8403734	2.3112488
Max Planck Institute for Molecular Genetics	52.444311	13.273748
National Institute of Technology, Wakayama College	33.8341072	135.177704
Applied and enviromental microbiology lab	33.7862661	-118.2131094
Faculte de Medecine Veterinaire - Universite de Montreal	45.6208411	-72.96670929999999
Sustainable Organic Solutions Pty Ltd	-27.511614	152.996399
Teagasc	52.07055	-9.5179676
Guizhou University	26.424084	106.673534
Gonzaga University Department of Chemistry and Biochemistry	36.06803560000001	-94.1730901
Jinshan Hospital, Shanghai Medical College, Fudan University	31.197416	121.451534
Universidade de Mogi das Cruzes	-23.5168343	-46.1827169
Department of Subsurface Geobiological Analysis and Research, Japan Agency for Marine-Earth Science and Technology	35.32017099999999	139.649923
Tianjin University of Science and Tecnology	39.083961	117.708631
University of Leeds	53.8066815	-1.5550328
Shihezi University	44.30661300000001	86.058027
Changhua Christian Hospital	24.0784606	120.5397995
Max Planck Institute for Marine Microbiology	53.10964999999999	8.8475699
Institute of Urban Environment, Chinese Academy of Sciences	24.609868	118.064891
Korea National Institute of Health	36.6391538	127.327156
IDIVAL Research Institute	43.4580342	-3.833701
 Institute of Soil Science	35.9482721	-83.9410695
US Geological Survey	34.7499541	-92.3978288
Department of Microbiology, University of Bielefeld	52.0378003	8.494757099999999
Los Alamos National Laboratory (LANL), National Microbial Pathogen Data Resource (NMPDR)	35.8440582	-106.287162
China animal health and epidemiology center	36.1059392	120.3803455
The University of Iowa	41.6626963	-91.5548998
Universidad Politecnica de Madrid	40.4486372	-3.7192798
NIAID	39.0632731	-77.11159069999999
Graduate School at Shenzhen, Tsinghua University	22.591442	113.971288
Faculty of Agriculture, Kagawa University	34.275786	134.125105
Alexander	35.8974199	-81.20781640000001
Instituto de Biotecnologia, Universidad Nacional Autonoma de Mexico	18.9838957	-99.2341294
University of Alicante	38.3845089	-0.5139291
Nanjing Tech University	32.076734	118.778139
Genomics Research Center of Harbin Medical University	45.7003851	126.6202132
University of Illinois at Chicago	41.8693039	-87.64745019999999
Genotech Corp.	38.688123	-90.375557
Department of Computer Science and Information Engineering, National Chung Cheng University	23.5633761	120.4728831
Maulana Azad Medical College	28.6357331	77.2401363
NISC - NIH Intramural Sequencing Center	39.002793	-77.10449319999999
Kochi University of Technology	33.620596	133.719836
Dankook University	37.3215984	127.1267503
Facultad de Ciencias, UdelaR, Uruguay	-34.8820816	-56.1172877
University of Miyazaki	31.8309938	131.4126201
Universidade Federal do Rio Grande do Sul	-30.0338248	-51.21882799999999
UNSW Australia	-33.917347	151.2312675
UAE University	24.200588	55.67603399999999
University of Oxford	51.7548164	-1.2543668
Helmholtz Centre for Environmental Research - UFZ	51.3517518	12.4309111
Bielefeld University, Center for Biotechnology	52.03899999999999	8.490848999999999
MERIAL	33.9646073	-84.11899509999999
ICAR-Indian Agricultural Research Institute, New Delhi	28.6259513	77.16098479999999
Rhodes University	-33.3135911	26.5163135
Oklahoma State Universtiy	36.1270236	-97.07372219999999
Moscow State University	55.70393490000001	37.5286696
Texas A&M University - Corpus Christi	30.6384561	-96.4803466
KIIT School of Biotechnology, KIIT University	20.3593166	85.8223119
Institute of Biochemistry and Biophysics	52.2073492	20.9792458
Bielefeld Univ	52.0378003	8.494757099999999
Binzhou Medical University	37.459627	121.461072
FRCC PCM	39.9014731	-105.0378855
Yangtze university	30.354301	112.150432
University of Medicine and Dentistry of New Jersey	40.7432716	-74.1921598
New Zealand Institute for Plant & Food research	-41.2547732	173.2815079
New England Biolabs	42.6535007	-70.84403619999999
 Beijing Academy of Agriculture and Forestry Science	39.943862	116.287249
JLU GIESSEN	50.5804673	8.6771403
Department of Microbiology - University of Chicago	41.789927	-87.6028615
ISGlobal	41.3853788	2.1940517
Yonsei University College of medicine	37.565784	126.938572
Universite de Bretagne Sud	47.64509839999999	-2.7461995
Research Institute of childrens infections	47.621277	-122.338727
University of Bremen	53.10675800000001	8.852039999999999
CEA-IG Genoscope	48.62363310000001	2.4393375
CICC	33.3784097	-111.7468209
Huzhong Agricultural University	30.475126	114.353035
University of Wollongong	-34.4054039	150.87843
Ensifer americanum CFNEI 156T	35.998682	-115.1018039
Joint Genome Institute, U.S. Department of Energy	37.9313884	-122.0217454
Juntendo University School of Medicine	35.7021299	139.7608345
CSIR- National Environmental Engineering Research Institute	28.6339783	77.13498899999999
Indian Institute of Horticultural Research	13.1335243	77.4911317
AIT Austrian Institute of Technology GmbH	47.9777244	16.5083475
Ginkgo Bioworks Inc.	42.3443804	-71.0279912
University of Perugia	43.1163223	12.3868543
Anand Agricultural University	22.5358802	72.9748657
Utah State University	41.745161	-111.8097425
Chulalongkorn University	13.7383719	100.5320548
LGC genomics	42.5593871	-70.8860366
Insituto de Productos Lacteos de Asturias (IPLA-CSIC)	43.4747944	-5.4412365
Centro Andaluz de Biologia del Desarrollo. Pablo de Olavide University	37.35912039999999	-5.938296999999999
Universitaet Tuebingen	48.5294782	9.043773999999999
 State Key Laboratory for Marine Environmental Science, Xiamen University	24.4373484	118.097855
Instituto Butantan	-23.5684483	-46.7172316
Huaiyin Normal University	33.639775	119.007146
K L E S C E T	15.8203428	74.49861009999999
APHP, Hopital Robert Debre, IAME, UMR1137	48.8568361	2.3504327
Institute of Life Sciences	20.3140528	85.81745789999999
Heriot-Watt University	55.9096602	-3.3203494
Institute of Vegetables and Flowers, Chinese Academy of Agricultural Sciences	39.9641733	116.3313934
Hainan Normal University	19.994851	110.344114
PUBLIC HEALTH ENGLAND	52.9491923	-1.1386196
Faculty of Science, Charles University	50.0689086	14.4245388
CIRAD, France	43.6498446	3.8690849
Ghent University-Faculty of Veterinary medicine	50.9983896	3.7651564
Shandong University at Weihai	36.64893	117.029014
Leibniz-Institute of Vegetable and Ornamental Crpos	51.0365428	10.9854736
CMEG	34.0334607	-118.4541098
University of Missouri Columbia	38.9403808	-92.32773750000001
The University of Oklahoma	35.2058936	-97.4457137
Institut Rosell Lallemand Inc.	45.54035289999999	-73.6368832
Friedrich-Schiller-University of Jena	50.9295513	11.5898195
BIOTEC	39.211398	-96.3144389
Guizhou Tobacco Research Institute	26.650516	106.612016
Sichuan University of Science and Engineering	29.335133	104.766023
University of Jaén	37.788385	-3.777133
Zhejiang University	30.263944	120.123279
Shandong Univesity	36.64893	117.029014
Oita University	33.177372	131.615037
Inner Mongolia Mengniu Dairy (Group) Co. Ltd.	41.415138	114.943132
Kookmin University	37.6096409	126.997697
National Jewish Health	39.7396736	-104.9424439
Deparment of Genetics, University of Seville, Spain	37.3807579	-5.9912307
Department of Bacteriology, Osaka Dental University	34.8407475	135.6696527
 National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Cont	33.7993178	-84.328008
Shaanxi Academy of Sciences	34.3744215	109.2170586
Centro de Investigacion y de Estudios Avanzados del IPN - Irapuato	20.7204173	-101.3291665
Kunming University of Science and Technology	25.023088	102.682988
Institute of Chemical Biology an Fundamental Medicine	54.850476	83.104416
University of North Carolina at Greensboro	36.0689296	-79.8101975
LSU	30.4132579	-91.1800023
Berg lab, Washington University Medical Shool	38.6487895	-90.31079620000001
Institute of Microbiology, College of Life Sciences, Zhejiang University，866 Yuhangtang Road, Hangzhou, 310058, China	30.263944	120.123279
Shanghai institute of pharmaceutical industry	31.2303904	121.4737021
Technical University Liberec	50.773063	15.0744605
UQCCR	-27.4486806	153.0285662
Center for Cellular and Molecular Biology(CCMB)	17.421021	78.54103549999999
Academia Sinica	25.0421852	121.6145477
Changzhi University	36.209827	113.106985
University of New Hampshire at Manchester	42.9871109	-71.4686876
Kingston University	34.147634	-118.068909
University Of Melbourne	-37.7963689	144.9611738
LNCC, Brazil	-22.5299005	-43.2171333
Universidad de Valparaiso	-33.0406346	-71.62544729999999
Guangxi University, Nanning, China	22.841686	108.235758
Institute of Life Sciences and Technology	39.0846125	-94.5853484
Los Alamos National Laboratory	35.8440582	-106.287162
National Institute of Advanced Industrial Science and Technology, AIST	36.0614634	140.1338907
Top Institute Food and Nutrition (TIFN)	51.974253	5.646782
Bay Zoltan Nonprofit Ltd for Applied Research	47.455264	19.043289
Max von Pettenkofer-Institut	48.13394	11.56215
Laboratorio Nacional de Computacao Cientifica	-22.5299005	-43.2171333
CSIR-National Chemical Laboratory, Pune	18.5415649	73.81155319999999
Rocky Mountain Laboratories	46.23739279999999	-114.1598543
Univ. of California Berkeley	37.8718992	-122.2585399
Northwest A&F University	35.0781928	-77.316261
Guizhou university	26.424084	106.673534
Microbiology Dept, University College Cork	40.431524	-79.962507
FAVET-INBIOGEN, Universidad de Chile.	-33.4445204	-70.6509277
MAX-PLANCK-INSTITUTE FOR MARINE MICROBIOLOGY	53.10964999999999	8.8475699
Chinese Academy of Sciences 	37.8059875	-122.2696868
Division of Animal Infectious Diseases, State Key Laboratory of Agricultural Microbiology Huazhong Agricultural University	30.475126	114.353035
Universidade do Vale do Itajai (UNIVALI)	-26.9162289	-48.6640826
Lanzhou Veterinary Research Institute	36.082643	103.853777
Aalborg University	57.0145665	9.981852699999999
Tianjin University of Commerce	39.1821223	117.1303827
The College of Wooster	40.8114268	-81.9372838
Chonbuk National University	35.8468291	127.1293628
Venezuelan Scientific Research Institute	6.42375	-66.58973
Second Institute of Oceanography and Laboratory of Marine Ecosystem and Biogeochemistry, State Oceanic Administration	31.9883198	-81.02167729999999
Environmental engineering institut, Central south university, Hunan Province, China	28.16437	112.93251
Shanghai CDC	31.1933314	121.417893
National Institute of Agrobiological Sciences	36.0306202	140.0992679
Hunan Academy of Agricultural Science,	27.6252995	111.8568586
Graduate School of Bioresources, Mie University	34.746375	136.521508
University of Kaiserslautern	49.4253774	7.755549599999999
Netherlands Institute of Ecology (NIOO-KNAW)	51.987523	5.670789999999999
University of California Berkeley	37.8718992	-122.2585399
National Dairy Research Institute	29.7014151	76.98476749999999
Universita Cattolica del Sacro Cuore	45.4621325	9.177178500000002
University of California, San Diego	32.8800604	-117.2340135
Korea Institute of Ocean Science and Technology	37.248772	-76.50008199999999
CeBiTec Bielefeld University	52.03899999999999	8.490848999999999
Washington University Med. School	38.6351441	-90.26292889999999
National Institute of Infectious Diseases, Japan	35.7043002	139.7175464
Universidad de Santiago de Chile	-33.4488962	-70.6831674
Centre for Cellular and Molecular Biology (CSIR-CCMB)	28.618146	77.211917
UC-Santa Cruz	36.9915847	-122.0582771
Technical University Munich	48.14966	11.5678602
Beijing Institute of Technology	39.964431	116.310319
Tokyo University of Agriculture and Technology, Japan	35.6842344	139.481255
Centro de Investigacao em Saude de Manhica (CISM)	-25.4085626	32.8057645
University of Maryland Baltimore	39.2892131	-76.6249759
Vrije Universiteit Brussel	50.821658	4.394886
Juntendo University	35.7021299	139.7608345
Instituto de Investigacion Biomedica A Coruna (INIBIC)	43.3379759	-8.387993999999999
NCDC	36.118115	-95.92333599999999
Monash University Sunway Campus	3.0648608	101.6009825
university of exeter	50.7371369	-3.5351475
Southern Crop Protection and Food Research Centre, Agriculture and Agri-Food Canada	43.02893599999999	-81.20452589999999
Bogdanove Lab, Plant Pathology and Plant-Microbe Biology, Cornell University	42.4482758	-76.4773072
Probiotical Spa	45.4259675	8.578261699999999
Aristotle University of Thessaloniki	40.6308283	22.9592224
State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention	35.86166	104.195397
CSUF	33.8829226	-117.8869261
DC Public Health Laboratory, Washington DC	38.8836084	-77.0183954
Tottori University	35.5152072	134.1733553
